time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2017-01-06 09:30:00,0,0.0,10000,10000.0,0,0,"{'maxPortfolioValue': 0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:31:00,0.14351458809429365,0.0,10000.0,10000.0,0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:32:00,0.1589081225685816,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:33:00,0.21873697840096337,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:34:00,0.27553357937859385,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:35:00,0.3128149982191546,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:36:00,0.34781150353295515,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:37:00,0.3793985499318298,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:38:00,0.38680306919053825,0.0,10000.0,10000.0,0.0,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 0}",0,0,0,0
2017-01-06 09:39:00,0.388430426476638,-1.6314999999999973,9954.3985,9998.3685,0.29812073199999894,0,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 1.6314999999995052}",0,1.6314999999999973,0,1
2017-01-06 09:40:00,0.3877637350148462,-0.8914999999999988,9955.1385,9999.1085,0.32872036190458187,45.60150000000067,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 1.6314999999995052}",0.7399999999999984,1.6314999999999973,1,1
2017-01-06 09:41:00,0.3820091894994097,-2.6515000000000004,9953.378499999999,9997.3485,0.5896102905263807,45.60150000000067,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 2.651499999999942}",0.7399999999999984,3.391499999999999,1,2
2017-01-06 09:42:00,0.372938567087385,-2.381499999999999,9953.6485,9997.6185,0.5589243864170841,46.621500000001106,"{'maxPortfolioValue': 10000.0, 'maxDrawdown': 2.651499999999942}",1.0099999999999998,3.391499999999999,2,2
